Station_ID,Region,Install_Date,Energy_Output_kWh,User_Rating,Charging_Fee,Status,Uptime_Percentage,Maintenance_Contact
 EV-1000 ,West,2022-01-01 00:00:00.000000,225.2322225404939,1.2836647657542781,18.731875203206215,NULL,0.9567702289451547,operator_12@ecogrid.com
 EV-1001 ,north,2022-01-01 07:17:33.570714,293.7924339204035,1.7574435031674511,5.0333409872698,Offline,0.8703198339943058,operator_12@ecogrid.com
 EV-1002 ,East,2022-01-01 14:35:07.141428,485.62961542284154,4.0852925728674006,13.09624076864612,Active,0.9439764853365696,operator_1@ecogrid.com
 EV-1003 ,north,2022-01-01 21:52:40.712142,79.95412756140028,4.3657590398249795,10.49835784576453,??,0.8463261128712936,operator_14@ecogrid.com
 EV-1004 ,north,2022-01-02 05:10:14.282856,341.743103353443,3.4707783447543634,29.280469749019552,Under Repair,0.9261872482036301,operator_8@ecogrid.com
 EV-1005 ,South,2022-01-02 12:27:47.853570,83.34744015869018,3.5776926785192664,23.181057989249474,Under Repair,0.9603223176015084,operator_14@ecogrid.com
 EV-1006 ,East,2022-01-02 19:45:21.424284,218.96101780992518,1.1133498015335386,13.741334511555943,Active,0.8174170079409998,operator_14@ecogrid.com
 EV-1007 ,East,2022-01-03 03:02:54.994998,411.71654533705106,4.314121038326034,7.321127163265513,Offline,0.7040708709712047,operator_10@ecogrid.com
 EV-1008 ,East,2022-01-03 10:20:28.565713,245.06250474003548,4.153100832683318,17.9200148672656,??,0.7764779698062727,operator_1@ecogrid.com
 EV-1009 ,north,2022-01-03 17:38:02.136427,498.73205925632766,2.0361405764133886,10.336197033151057,Under Repair,0.9744745123253227,operator_6@ecogrid.com
 EV-1010 ,West,2022-01-04 00:55:35.707141,FAULT_404,3.834706879862028,18.410738647458945,Under Repair,0.9062626781656873,operator_9@ecogrid.com
 EV-1011 ,East,2022-01-04 08:13:09.277855,FAULT_404,1.8594184256999924,25.88405885447231,Offline,0.9211656149310821,operator_3@ecogrid.com
 EV-1012 ,WEST ,2022-01-04 15:30:42.848569,FAULT_404,1.161320644206052,20.394813802534635,NULL,0.7975865842796264,operator_6@ecogrid.com
 EV-1013 ,north,2022-01-04 22:48:16.419283,FAULT_404,1.804546170361509,20.844710488625054,Active,0.9103818954024985,operator_3@ecogrid.com
 EV-1014 ,South,2022-01-05 06:05:49.989997,FAULT_404,1.714515507017198,18.525757226570285,Offline,0.8938846436228276,operator_11@ecogrid.com
 EV-1015 ,West,2022-01-05 13:23:23.560712,80.92115497578244,2.350991986939389,28.18164081578523,Offline,0.7535120990431087,operator_14@ecogrid.com
 EV-1016 ,WEST ,2022-01-05 20:40:57.131426,216.30838974204792,2.6737979887018324,28.297567110515082,Offline,0.9906072332291933,operator_5@ecogrid.com
 EV-1017 ,WEST ,2022-01-06 03:58:30.702140,258.9073338826512,3.0341555659908317,17.818080026838807,Offline,0.8062076780043219,operator_11@ecogrid.com
 EV-1018 ,South,2022-01-06 11:16:04.272854,375.2319885074621,2.9070155020333126,12.643987178587611,NULL,0.7987860921520127,operator_14@ecogrid.com
 EV-1019 ,West,2022-01-06 18:33:37.843568,345.5282681247236,2.0826984238611574,16.489675146986098,??,0.8107484632690594,operator_7@ecogrid.com
 EV-1020 ,north,2022-01-07 01:51:11.414282,368.9445448531194,1.1166826742962979,9.663947804890391,Offline,0.7275158845962307,operator_11@ecogrid.com
 EV-1021 ,North,2022-01-07 09:08:44.984996,53.7636568445857,3.4204064889486028,20.908607882952232,Offline,0.8874890551279647,operator_10@ecogrid.com
 EV-1022 ,West,2022-01-07 16:26:18.555711,147.9503298112412,2.5829793193894175,17.502308394555833,Active,0.7715872731239191,operator_12@ecogrid.com
 EV-1023 ,South,2022-01-07 23:43:52.126425,347.7579297799354,2.194688629550199,7.582511945331998,Under Repair,0.9409938269152542,operator_4@ecogrid.com
 EV-1024 ,WEST ,2022-01-08 07:01:25.697139,267.7952156808862,4.467764171322049,9.941194527990383,NULL,0.8182468540401837,operator_4@ecogrid.com
 EV-1025 ,north,2022-01-08 14:18:59.267853,52.39106405075567,3.986973231192639,16.990798904988168,Offline,0.8375675446871955,operator_7@ecogrid.com
 EV-1026 ,West,2022-01-08 21:36:32.838567,412.02258909432004,4.431062193489769,27.18972476797146,??,0.8939266162346677,operator_5@ecogrid.com
 EV-1027 ,North,2022-01-09 04:54:06.409281,397.76430798065184,2.979931178849844,19.159768015777438,??,0.9285613401861217,operator_1@ecogrid.com
 EV-1028 ,North,2022-01-09 12:11:39.979995,296.7886233471032,1.52372500850711,22.03837500521177,??,0.7693345914544335,operator_11@ecogrid.com
 EV-1029 ,East,2022-01-09 19:29:13.550710,79.90849659932246,3.7848857444850896,13.475713743597742,Active,0.9898882989154438,operator_10@ecogrid.com
 EV-1030 ,East,2022-01-10 02:46:47.121424,394.9317722896631,1.824295119748701,19.28528482610586,??,0.8866964637900043,operator_13@ecogrid.com
 EV-1031 ,South,2022-01-10 10:04:20.692138,312.6711144791138,2.764918676366867,16.184495565951686,Active,0.7016915870501162,operator_12@ecogrid.com
 EV-1032 ,West,2022-01-10 17:21:54.262852,401.88198972108165,1.260003155795554,21.478247815579017,NULL,0.8246866629770653,operator_13@ecogrid.com
 EV-1033 ,West,2022-01-11 00:39:27.833566,388.2861465781282,4.30123360969193,6.2643891519752595,??,0.8310453461892262,operator_2@ecogrid.com
 EV-1034 ,WEST ,2022-01-11 07:57:01.404280,411.3509323810267,1.5037625641900023,17.33250540597398,Under Repair,0.942749492792319,operator_6@ecogrid.com
 EV-1035 ,WEST ,2022-01-11 15:14:34.974994,283.1036298820812,4.612390028197239,12.399815628599175,Offline,0.7915419322361511,operator_13@ecogrid.com
 EV-1036 ,WEST ,2022-01-11 22:32:08.545709,113.14603318708174,4.4569224090462285,13.15462653194773,NULL,0.799367954888489,operator_12@ecogrid.com
 EV-1037 ,East,2022-01-12 05:49:42.116423,352.0208630208599,2.8583310577569843,29.022935788951536,Under Repair,0.7211482278557704,operator_9@ecogrid.com
 EV-1038 ,West,2022-01-12 13:07:15.687137,329.21320327338674,3.9774728172159626,9.567370317784569,NULL,0.7850638073577444,operator_7@ecogrid.com
 EV-1039 ,West,2022-01-12 20:24:49.257851,384.0139342395892,3.477780295272613,12.781131314464922,??,0.915088510445755,operator_4@ecogrid.com
 EV-1040 ,North,2022-01-13 03:42:22.828565,126.44645272283088,4.21230256935098,17.747314393271793,NULL,0.8904270758679459,operator_12@ecogrid.com
 EV-1041 ,East,2022-01-13 10:59:56.399279,137.73883995513015,2.727220403143648,26.57567370374059,NULL,0.7244182264023682,operator_12@ecogrid.com
 EV-1042 ,north,2022-01-13 18:17:29.969993,450.6842827486978,4.1432339369774,15.416752080159261,NULL,0.7344081676344348,operator_13@ecogrid.com
 EV-1043 ,East,2022-01-14 01:35:03.540708,387.49000930343186,2.849827268260592,23.596632022204275,Active,0.8130777891775324,operator_2@ecogrid.com
 EV-1044 ,north,2022-01-14 08:52:37.111422,458.7028199151453,4.763863151371176,26.40935245537006,Under Repair,0.923127328642303,operator_4@ecogrid.com
 EV-1045 ,North,2022-01-14 16:10:10.682136,391.4218945237643,2.9454884033005904,12.750408895546224,??,0.949875483438589,operator_14@ecogrid.com
 EV-1046 ,South,2022-01-14 23:27:44.252850,318.71988769563586,2.850477087734918,14.818754588467748,Offline,0.7043872129030052,operator_5@ecogrid.com
 EV-1047 ,West,2022-01-15 06:45:17.823564,344.35973166254314,4.140287446254051,13.913905592208907,??,0.7987031731922202,operator_2@ecogrid.com
 EV-1048 ,North,2022-01-15 14:02:51.394278,450.10756577300447,4.286310767043352,25.821395215448028,??,0.8272785590885725,operator_1@ecogrid.com
 EV-1049 ,West,2022-01-15 21:20:24.964992,310.46303953037324,3.217956457284683,6.108671548840029,Active,0.973339843237137,operator_4@ecogrid.com
 EV-1050 ,WEST ,2022-01-16 04:37:58.535707,334.5760959477743,1.7191912539803016,12.710527220717001,Active,0.8504219673128328,operator_11@ecogrid.com
 EV-1051 ,South,2022-01-16 11:55:32.106421,120.41452220162026,2.871032923830318,21.985213939878246,NULL,0.7809102295737052,operator_13@ecogrid.com
 EV-1052 ,South,2022-01-16 19:13:05.677135,263.26454905224625,4.872290011638714,19.136087489133565,??,0.8170141195491534,operator_6@ecogrid.com
 EV-1053 ,North,2022-01-17 02:30:39.247849,372.37870038114454,4.01194477215674,15.907233982342357,Under Repair,0.8309303324484241,operator_1@ecogrid.com
 EV-1054 ,South,2022-01-17 09:48:12.818563,171.92421424236443,4.244650415516529,18.49870568053461,Active,0.9009987620587835,operator_1@ecogrid.com
 EV-1055 ,north,2022-01-17 17:05:46.389277,141.01438123604072,1.1313019952769605,9.939614645707957,Active,0.7123263348902276,operator_9@ecogrid.com
 EV-1056 ,South,2022-01-18 00:23:19.959991,191.222063700987,2.8714378505366396,15.76791554020026,Under Repair,0.816835498907305,operator_5@ecogrid.com
 EV-1057 ,West,2022-01-18 07:40:53.530706,158.67528259677505,3.5864845346302214,17.542574604408728,Active,0.8939663910743354,operator_2@ecogrid.com
 EV-1058 ,West,2022-01-18 14:58:27.101420,146.71068666637814,4.320130734512299,27.529728048865042,Under Repair,0.7849966946093192,operator_11@ecogrid.com
 EV-1059 ,West,2022-01-18 22:16:00.672134,241.18287929063914,1.1970946143310859,11.520879070099408,Offline,0.8775253019992462,operator_14@ecogrid.com
 EV-1060 ,West,2022-01-19 05:33:34.242848,458.5273312475903,4.409755542567492,26.695712554123315,Under Repair,0.8071836790312132,operator_2@ecogrid.com
 EV-1061 ,north,2022-01-19 12:51:07.813562,278.1768410324232,3.193603746967647,21.106035020649546,Offline,0.9276162602520326,operator_4@ecogrid.com
 EV-1062 ,East,2022-01-19 20:08:41.384276,134.56417136689538,1.7892558823042397,5.508520776690025,NULL,0.718179308938748,operator_11@ecogrid.com
 EV-1063 ,WEST ,2022-01-20 03:26:14.954990,84.63725122139334,2.2690208657988,23.115783422484842,NULL,0.9753885942104069,operator_2@ecogrid.com
 EV-1064 ,North,2022-01-20 10:43:48.525705,363.27026531206633,2.127718207006243,5.888796938726378,Active,0.7514837643846927,operator_4@ecogrid.com
 EV-1065 ,West,2022-01-20 18:01:22.096419,222.25944399637453,3.1234361371539032,29.934528170345327,Under Repair,0.7475641260248047,operator_11@ecogrid.com
 EV-1066 ,South,2022-01-21 01:18:55.667133,419.8239259634117,1.2067427196445273,26.815917192279947,Active,0.9521928834319637,operator_13@ecogrid.com
 EV-1067 ,West,2022-01-21 08:36:29.237847,346.7798458883466,1.6341446339996941,12.43359368850114,Under Repair,0.9607848769071665,operator_6@ecogrid.com
 EV-1068 ,South,2022-01-21 15:54:02.808561,408.3086527436158,4.25077217350313,11.435280754917635,Active,0.72789199403374,operator_7@ecogrid.com
 EV-1069 ,WEST ,2022-01-21 23:11:36.379275,172.37571773830194,1.5304159629872442,14.536027052640222,NULL,0.972615678404473,operator_6@ecogrid.com
 EV-1070 ,WEST ,2022-01-22 06:29:09.949989,361.56151510747617,1.9335850778325079,13.904174132861076,NULL,0.7819893600186929,operator_4@ecogrid.com
 EV-1071 ,WEST ,2022-01-22 13:46:43.520704,168.82789311217346,2.8134824224166293,14.308445459634527,Active,0.8855865056224166,operator_10@ecogrid.com
 EV-1072 ,South,2022-01-22 21:04:17.091418,472.5808157526312,3.068483552453322,12.95691365298701,Under Repair,0.7205780471223687,operator_3@ecogrid.com
 EV-1073 ,West,2022-01-23 04:21:50.662132,336.36842669001845,4.054441918456634,20.528335171208283,??,0.8141983303384602,operator_4@ecogrid.com
 EV-1074 ,WEST ,2022-01-23 11:39:24.232846,196.03031007890394,2.789329706664751,9.1065915930156,Under Repair,0.8352173827313614,operator_12@ecogrid.com
 EV-1075 ,north,2022-01-23 18:56:57.803560,171.2803380315227,4.159458484142155,26.149532311150328,Active,0.8799479708068931,operator_5@ecogrid.com
 EV-1076 ,South,2022-01-24 02:14:31.374274,135.91696328223958,3.47338522818183,25.310062100782883,Under Repair,0.8575815914243397,operator_4@ecogrid.com
 EV-1077 ,South,2022-01-24 09:32:04.944988,362.5884315021775,1.4523989576952898,16.91208019638176,Offline,0.8384478884474778,operator_3@ecogrid.com
 EV-1078 ,West,2022-01-24 16:49:38.515703,148.42202584906727,1.6253257535713543,26.31824913196369,Under Repair,0.9878920635296764,operator_1@ecogrid.com
 EV-1079 ,South,2022-01-25 00:07:12.086417,317.8864696673701,2.7481349017990833,11.178626750757331,NULL,0.7555068330963277,operator_3@ecogrid.com
 EV-1080 ,South,2022-01-25 07:24:45.657131,169.08576211641082,2.5875575723561584,5.439136392599174,NULL,0.7473982691940004,operator_11@ecogrid.com
 EV-1081 ,WEST ,2022-01-25 14:42:19.227845,347.88602515724085,3.9741770785491783,20.480198125745574,Offline,0.9140257182702015,operator_5@ecogrid.com
 EV-1082 ,West,2022-01-25 21:59:52.798559,416.72287784324266,3.3229485591894075,16.447735174117884,Under Repair,0.7223655654610696,operator_13@ecogrid.com
